Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude,Max_Temperature_C,Precipitation_mm
2019-04-08,2018,Burlington,9 LYON RD,199080.0,230000.0,0.865565217,Single Family,Single Family,-72.9936541,41.7812216,11.2,8.5
2019-04-08,2018,New Haven,883 WHALLEY AV,700000.0,556311.0,1.2582,,,-72.9596671,41.3270663,16.9,11.5
2019-04-01,2018,Ellington,3 GEM DR,152230.0,250000.0,0.60892,Single Family,Single Family,-73.0407955,41.5823775,6.9,0.0
2019-04-01,2018,Hamden,143 SANTA FE AVE,299460.0,505000.0,0.592990099,Single Family,Single Family,-72.9042857,41.3614524,7.7,0.0
2019-04-22,2018,East Windsor,45 WINTON RD,122400.0,86000.0,1.4232,Single Family,Single Family,-72.6128192,41.8974245,17.5,21.7
2019-04-22,2018,Bristol,648 WOLCOTT RD,397290.0,30000.0,13.243,Single Family,Single Family,-72.9653234,41.6438709,15.9,15.0
2019-04-08,2018,Manchester,8 PACKARD STREET,110800.0,135000.0,0.8207,Single Family,Single Family,-72.5489372,41.7622282,12.4,9.1
2019-04-01,2018,New Britain,243 COUNTRY CLUB RD,82880.0,140000.0,0.592,Single Family,Single Family,-72.7848907,41.7077208,6.2,0.0
2019-04-08,2018,Fairfield,45 CRANE STREET,225960.0,445000.0,0.5077,Single Family,Single Family,-73.23271,41.18108,17.5,9.8
2019-04-29,2018,Griswold,32-34 PULASKI STREET,102270.0,75600.0,1.3527,Two Family,Two Family,-72.7981,41.67549,15.3,0.0
2019-04-01,2018,Middletown,29 MAPLE ST,105650.0,184500.0,0.5726,Single Family,Single Family,-72.63891,41.55442,7.4,0.0
2019-04-08,2018,Middletown,107 BARTLETT HOLLOW RD,281440.0,365850.0,0.7692,Condo,Condo,-72.6726686,41.569198,15.0,9.6
2019-04-01,2018,Bridgeport,195 SEELEY ST,74640.0,138000.0,0.540869565,Single Family,Single Family,-73.2002165,41.1738751,7.4,0.0
2019-04-01,2018,Glastonbury,661 OAKWOOD DR,185300.0,280000.0,0.6617,Single Family,Single Family,-72.56552,41.70568,6.7,0.0
2019-04-22,2018,East Windsor,226 FAIRWAY DR,10970.0,20000.0,0.5485,Single Family,Single Family,-72.6099191,41.8859469,17.6,21.7
2019-04-08,2018,Burlington,38 FAWN HILL DR,399940.0,550000.0,0.7271,Single Family,Single Family,-72.94167,41.78202,10.4,10.1
2019-04-08,2018,Bristol,138 GEORGETOWN RD,97230.0,124900.0,0.7784,Single Family,Single Family,-73.41091,41.24218,22.0,9.3
2019-04-08,2018,Bridgeport,185 TRAVIS DR,137830.0,252000.0,0.5469,Single Family,Single Family,-73.2231484,41.2253359,19.0,9.3
2019-04-15,2018,East Windsor,32 LAUREL CIR,49250.0,81900.0,0.6013,Single Family,Single Family,-72.61887,41.9156,17.9,20.0
2019-04-15,2018,Brookfield,39 CANDLEWOOD SHORES RD,369750.0,490000.0,0.7545,Single Family,Single Family,-73.43692,41.47651,17.7,19.7
2019-04-22,2018,Griswold,144 GEER RD,151550.0,258000.0,0.5874,Single Family,Single Family,-71.95484,41.62282,17.3,15.6
2019-04-01,2018,Bridgeport,20-J JANET CIRCLE,84180.0,150000.0,0.5612,Condo,Condo,-73.22764,41.21188,7.2,0.0
2019-04-01,2018,Ellington,119 SNIPSIC LAKE RD,127180.0,185000.0,0.6874,Single Family,Single Family,-72.4567727,41.8999737,5.7,0.0
2019-04-22,2018,New Haven,12 FRANCES HUNTER DR,151550.0,199800.0,0.7585,Single Family,Single Family,-72.9306694,41.3164788,16.5,18.5
2019-04-15,2018,Enfield,21 BOYLE DR,123120.0,192000.0,0.6412,Single Family,Single Family,-72.5707484,41.972346,18.3,21.1
2019-04-29,2018,East Windsor,62 OMELIA RD,250460.0,439900.0,0.5693,Single Family,Single Family,-72.5699089,41.8955831,15.7,0.0
2019-04-15,2018,East Hartford,162 BRITT RD,90750.0,150000.0,0.605,Single Family,Single Family,-72.599216,41.7319112,19.6,21.6
2019-04-01,2018,Bristol,131 COLLINS RD,93380.0,153000.0,0.6103,Single Family,Single Family,-72.9111726,41.6973292,6.2,0.0
2019-04-29,2018,Berlin,358 PERCIVAL AVENUE,114400.0,169000.0,0.6769,Single Family,Single Family,-72.784517,41.6221403,15.5,0.0
2019-04-15,2018,Branford,46 RIVER WALK,358100.0,587500.0,0.6095,Single Family,Single Family,-73.4181476,41.5350536,18.3,19.7
2019-04-15,2018,Bridgeport,965-D WILLIAM ST,17560.0,41000.0,0.428292683,Condo,Condo,-72.8724437,41.2556235,12.7,15.5
2019-04-01,2018,Newtown,1 POSSUM RIDGE ROAD,223590.0,345800.0,0.6465,Single Family,Single Family,-73.329211,41.4032207,5.9,0.0
2019-04-01,2018,Middlebury,112 FAIRHAVEN DR,304700.0,275000.0,1.108,Single Family,Single Family,-73.1046679,41.5651823,6.0,0.0
2019-04-29,2018,Glastonbury,30 PALISADE TER,414600.0,590000.0,0.7027,Single Family,Single Family,-72.6046007,41.6737019,15.8,0.0
2019-04-01,2018,Berlin,749 CHAMBERLAIN HWY,163400.0,75000.0,2.178666667,Single Family,Single Family,-72.7930054,41.6164828,7.0,0.0
2019-04-22,2018,Manchester,35 PRINCETON STREET,114300.0,231750.0,0.4932,Single Family,Single Family,-72.7336691,41.7314175,17.4,20.4
2019-04-01,2018,Andover,109 JUROVATY RD,226500.0,287000.0,0.7891,Single Family,Single Family,-72.38859,41.71585,5.7,0.0
2019-04-08,2018,Middletown,565 NEWFIELD ST #25,107330.0,150000.0,0.7155,Condo,Condo,-73.5325331,41.0802205,22.3,9.7
2019-04-01,2018,Bridgeport,129 ASHTON ST,96910.0,232600.0,0.4166,Single Family,Single Family,-73.2256127,41.2074444,7.3,0.0
2019-04-01,2018,Danbury,6 STURDEVANT DR,294500.0,397000.0,0.7418,Single Family,Single Family,-73.5006059,41.4314376,5.6,0.0
2019-04-29,2018,Bridgeport,114 COLONY,65370.0,159000.0,0.411132075,Single Family,Single Family,-72.7976513,41.5459144,14.9,0.0
2019-04-08,2018,North Haven,463 POOL RD,141750.0,220000.0,0.6443,Single Family,Single Family,-72.8426604,41.4027874,17.9,9.4
2019-04-29,2018,East Hampton,34 CLARK HILL RD,96130.0,144000.0,0.6675,Single Family,Single Family,-73.0193061,41.2255276,12.6,0.0
2019-04-01,2018,Danbury,7 WELLINGTON CT DR,379000.0,528000.0,0.7178,Single Family,Single Family,-73.4838977,41.4479173,6.0,0.0
2019-04-01,2018,Bristol,43 COLONY ST,104580.0,176900.0,0.5911,Single Family,Single Family,-72.9559403,41.6691452,6.6,0.0
2019-04-29,2018,Bethel,80 MIDWAY DRIVE,139650.0,233000.0,0.5993,Single Family,Single Family,-73.39598,41.37308,14.1,0.0
2019-04-15,2018,Glastonbury,484 MANCHESTER RD,155600.0,156000.0,0.997435897,Single Family,Single Family,-72.53695,41.68992,19.0,21.6
2019-04-08,2018,Bridgeport,305-307 PRISCILLA ST,114180.0,200000.0,0.5709,Two Family,Two Family,-72.8613368,41.3816322,18.0,9.4
2019-04-01,2018,Manchester,85 HENRY STREET,137800.0,221000.0,0.6235,Single Family,Single Family,-72.9332434,41.321222,8.1,0.0
2019-04-22,2018,Bethel,101 F CHESTNUT STREET,92470.0,170000.0,0.5439,Condo,Condo,-73.40461,41.36754,17.3,12.6
2019-04-01,2018,Bristol,57 PARK ST,123700.0,130000.0,0.9515,Two Family,Two Family,-72.8575681,41.3268428,7.6,0.0
2019-04-08,2018,Meriden,188 CHESHIRE RD,82390.0,148200.0,0.555937922,Single Family,Single Family,-72.8335076,41.5145829,15.7,11.4
2019-04-01,2018,Glastonbury,1 UPLANDS WAY,140800.0,198000.0,0.7111,Condo,Condo,-72.5663783,41.6948958,6.5,0.0
2019-04-22,2018,East Hartford,206 CHESTER ST,97200.0,139900.0,0.6947,Single Family,Single Family,-72.5934692,41.7740232,17.4,20.6
2019-04-15,2018,Bristol,41 BURTON ST,112350.0,165000.0,0.6809,Single Family,Single Family,-72.9019118,41.6899809,18.0,21.2
2019-04-08,2018,Clinton,1 LIBERTY RIDGE,207200.0,251000.0,0.8254,Single Family,Single Family,-72.51733,41.2832,14.9,9.1
2019-04-08,2018,Bristol,66 EMMETT ST UN 34,9870.0,20000.0,0.4935,Single Family,Single Family,-72.912672,41.6715316,13.4,11.3
2019-04-29,2018,Greenwich,19 ROCKWOOD LANE SPUR,2405200.0,3625000.0,0.6635,Single Family,Single Family,-73.6359023,41.0578141,14.2,0.0
2019-04-29,2018,New Britain,38 WEST END AVE,114030.0,247500.0,0.4607,Single Family,Single Family,-72.8000184,41.6595309,15.6,0.0
2019-04-08,2018,Canterbury,82 BENNETT POND RD,93200.0,160000.0,0.5825,Single Family,Single Family,-71.9826309,41.6798319,13.5,8.8
2019-04-15,2018,Meriden,103 MAPLE AVE,108780.0,109200.0,0.996153846,Single Family,Single Family,-72.8560293,41.3801928,18.5,31.4
2019-04-01,2018,Milford,308 MEADOWSIDE RD #210,73440.0,126000.0,0.5828,Condo,Condo,-73.0742962,41.2088852,7.5,0.0
2019-04-01,2018,Bridgeport,152 DEACON ST,93000.0,83713.0,1.1109,Single Family,Single Family,-73.1698944,41.1818803,7.4,0.0
2019-04-01,2018,Hamden,217 CENTERBROOK RD,1919260.0,87000.0,22.0604,,,-72.90903,41.37649,7.8,0.0
2019-04-22,2018,Lisbon,130 PHILLIPS ROAD,234390.0,275000.0,0.8523,Single Family,Single Family,-71.99035,41.62656,17.3,18.4
2019-04-15,2018,New Haven,25 ROCK CREEK RD,94150.0,67500.0,1.3948,Two Family,Two Family,-72.96735,41.33376,17.4,23.9
2019-04-08,2018,Danbury,6 KENDALL TERR E,193900.0,274000.0,0.7076,Single Family,Single Family,-73.4308756,41.428547,20.9,10.6
2019-04-08,2018,Andover,37 BAUSOLA RD,149400.0,252000.0,0.5928,Single Family,Single Family,-72.3607093,41.7088453,13.5,9.6
2019-04-29,2018,Griswold,128 NORTH MAIN ST,130460.0,137000.0,0.9522,Single Family,Single Family,-72.7432859,41.7708571,15.7,0.0
2019-04-01,2018,Meriden,150 OLD STAGECOACH RD,128030.0,215000.0,0.595488372,Single Family,Single Family,-72.8029445,41.5106473,7.2,0.0
2019-04-01,2018,Branford,49 JEFFERSON WOODS,115900.0,117500.0,0.986382979,Condo,Condo,-72.84552,41.27498,7.8,0.0
2019-04-01,2018,Bridgeport,252 TRUMBULL AVE,78510.0,100700.0,0.779642502,Single Family,Single Family,-73.1918575,41.2212989,7.2,0.0
2019-04-15,2018,Bloomfield,20 WESLEYAN TERR,128660.0,225000.0,0.5718,Single Family,Single Family,-72.7294944,41.8197063,18.4,19.1
2019-04-29,2018,Hamden,112 RIVERSIDE DR,136220.0,192000.0,0.7094,Single Family,Single Family,-72.89273,41.39449,13.7,0.0
2019-04-01,2018,Bridgeport,26 BELMONT AVE,103010.0,205000.0,0.5024,Two Family,Two Family,-73.0754915,41.2963573,7.1,0.0
2019-04-29,2018,Groton,60 WHITTLE ST,115150.0,194000.0,0.5935,Single Family,Single Family,-71.9898176,41.378964,11.7,0.0
2019-04-29,2018,Groton,29 BIRMINGHAM CT,87150.0,82500.0,1.056363636,Single Family,Single Family,-72.0238412,41.3430235,12.1,0.0
2019-04-01,2018,Berlin,21 BURGUNDY DRIVE,278900.0,400000.0,0.6972,Single Family,Single Family,-72.8021354,41.6243879,6.9,0.0
2019-04-01,2018,New Britain,139 LINCOLN ST,111510.0,110000.0,1.0137,Single Family,Single Family,-72.798153,41.6614732,6.9,0.0
2019-04-08,2018,Farmington,8690 POND ST,45790.0,65000.0,0.7044,,,-73.0569301,41.217195,16.7,7.9
2019-04-15,2018,Branford,117 CHESTNUT ST,157200.0,215000.0,0.7311,Single Family,Single Family,-72.8068485,41.2896639,16.9,24.3
2019-04-29,2018,Morris,142 EAST SHORE RD,473630.0,585000.0,0.8096,Single Family,Single Family,-73.2208485,41.6905116,12.9,0.0
2019-04-15,2018,East Granby,32-34 HAZELWOOD ROAD,398100.0,750000.0,0.5308,,,-72.7140355,41.9276346,18.8,20.5
2019-04-15,2018,Danbury,13 MILL PLAIN RD CUTOFF,270300.0,461000.0,0.5863,Single Family,Single Family,-73.49412,41.3876,17.3,19.1
2019-04-22,2018,Guilford,128 SO HOOP POLE RD,243760.0,199000.0,1.224924623,Single Family,Single Family,-72.70261,41.33858,16.2,19.2
2019-04-15,2018,Griswold,1725 GLASGO RD,146160.0,214000.0,0.6829,Single Family,Single Family,-71.892102,41.5670584,18.9,25.8
2019-04-08,2018,Farmington,34 SONGBIRD LA,92020.0,147250.0,0.624923599,Condo,Condo,-72.8906228,41.6990809,11.9,10.1
2019-04-22,2018,East Haven,233 TYLER ST,108360.0,145000.0,0.7473,Single Family,Single Family,-72.8769611,41.2759152,16.2,17.6
2019-04-08,2018,Brookfield,22 HEARTHSTONE DR,169740.0,210000.0,0.808285714,Condo,Condo,-73.5781284,41.0359396,22.8,10.3
2019-04-01,2018,Milford,48 LENOX AVE,181080.0,170000.0,1.0651,Three Family,Three Family,-73.1018483,41.2003553,7.6,0.0
2019-04-29,2018,Bristol,26 RUDOLPH RD,128030.0,207000.0,0.6185,Single Family,Single Family,-72.9064588,41.6823883,15.0,0.0
2019-04-29,2018,Bridgeport,99 WEBER AVE,133630.0,256500.0,0.5209,Two Family,Two Family,-73.1555859,41.1940765,13.0,0.0
2019-04-29,2018,Bethel,37 KINGSWOOD DRIVE,158200.0,281400.0,0.5621,Condo,Condo,-73.41015,41.37683,14.1,0.0
2019-04-29,2018,Newington,27 CHAPMAN ST,110310.0,138000.0,0.7993,Single Family,Single Family,-72.6433659,41.7725933,16.0,0.0
2019-04-29,2018,East Hampton,152 COMSTOCK TRAIL,230810.0,310000.0,0.7445,Single Family,Single Family,-72.4498692,41.5266974,14.0,0.0
2019-04-22,2018,Bridgeport,661 SYLVAN AVE,98570.0,160000.0,0.616,Single Family,Single Family,-73.1890194,41.2113101,16.8,14.6
2019-04-08,2018,Bristol,3 STEVENS ST,105140.0,104000.0,1.0109,Single Family,Single Family,-72.8390225,41.8018569,11.2,8.5
2019-04-15,2018,Danbury,32 CLEVELAND ST,171300.0,322500.0,0.531162791,Two Family,Two Family,-73.4381396,41.4031023,17.5,19.1
2019-04-15,2018,Hartford,15 ADELAIDE ST,73570.0,225000.0,0.3269,,,-72.67339,41.74246,18.8,18.8
2019-04-22,2018,Enfield,22 BURNHAM ST,135760.0,250000.0,0.543,Single Family,Single Family,-72.6966644,41.805365,17.4,20.6
2019-04-15,2018,Branford,22A LIMEWOOD AVE,242500.0,575000.0,0.4217,Single Family,Single Family,-72.7943682,41.2607374,12.7,15.5
2019-04-15,2018,Branford,155 WATCH HILL RD,118300.0,179500.0,0.659052925,Condo,Condo,-72.8287418,41.3039432,16.8,24.3
2019-04-15,2018,North Haven,1 CARAFA TERR,159040.0,230000.0,0.6914,Single Family,Single Family,-72.8898497,41.3825617,18.8,25.3
2019-04-29,2018,Bloomfield,54 DANIEL BLVD,79310.0,170000.0,0.466529412,Single Family,Single Family,-72.68991,41.82706,15.9,0.0
2019-04-01,2018,Colchester,32 ESTHER LN,243700.0,338000.0,0.721,Single Family,Single Family,-72.3618796,41.537569,6.0,0.0
2019-04-22,2018,East Haven,11 VAN HORN DR,115440.0,225000.0,0.513,Single Family,Single Family,-72.8478397,41.306758,16.2,17.6
2019-04-01,2018,Ansonia,3 BERKSHIRE RD,110900.0,216495.0,0.5122,Single Family,Single Family,-73.0687251,41.3404606,7.0,0.0
2019-04-08,2018,Bethel,5 HONEY HOLLOW ROAD,227080.0,359000.0,0.6325,Single Family,Single Family,-73.3895582,41.37735,21.4,9.0
2019-04-29,2018,Monroe,20 BLUE HILLS RD,317500.0,475000.0,0.6684,Single Family,Single Family,-73.1824164,41.3423674,14.0,0.0
2019-04-22,2018,North Haven,10 HEMINGWAY RD,167650.0,276000.0,0.6074,Single Family,Single Family,-72.8560473,41.3624293,16.2,18.8
2019-04-22,2018,Bristol,11 BALSAM ST,101650.0,130000.0,0.7819,Single Family,Single Family,-72.9103339,41.6687208,16.8,16.8
2019-04-08,2018,New Milford,5 STANDISH RD,177940.0,287500.0,0.6189,Single Family,Single Family,-73.3703319,41.5689095,19.2,10.9
2019-04-29,2018,Branford,29 VICTORIA DR,179900.0,310000.0,0.5803,Single Family,Single Family,-72.7872107,41.2883427,12.2,0.0
2019-04-22,2018,Manchester,433 BRIARWOOD DRIVE,291700.0,447000.0,0.6525,Single Family,Single Family,-72.5516,41.75254,17.3,23.7
2019-04-15,2018,Danbury,55 MILL PLAIN RD #6-7,132900.0,228000.0,0.5828,Condo,Condo,-73.50371,41.39079,17.3,19.1
2019-04-15,2018,Bridgeport,150 WOODROW AVE,149410.0,278000.0,0.5374,Single Family,Single Family,-73.2879335,41.1403639,16.8,18.5
2019-04-22,2018,Bristol,38 GEARY AVE,112980.0,153000.0,0.7384,Single Family,Single Family,-72.9533687,41.6659324,16.5,16.8
2019-04-29,2018,Berlin,29 TOWNE DRIVE,191200.0,325000.0,0.5883,Single Family,Single Family,-72.775939,41.6246336,15.7,0.0
2019-04-08,2018,Canterbury,178 GOOSENECK HILL RD,106300.0,171000.0,0.6216,Single Family,Single Family,-72.0054641,41.6538408,13.7,11.1
2019-04-01,2018,Berlin,749 CHAMBERLAIN HWY,163400.0,75000.0,2.178666667,Single Family,Single Family,-72.7930054,41.6164828,7.0,0.0
2019-04-29,2018,Bloomfield,20 BANFIELD LN,91350.0,192000.0,0.47578125,Single Family,Single Family,-72.6924376,41.8291107,15.7,0.0
2019-04-01,2018,Guilford,40 HAWTHORN RD,223580.0,372500.0,0.6002,Single Family,Single Family,-72.0574943,41.3783303,6.9,0.0
2019-04-08,2018,East Hartford,110 MCKEE ST,91200.0,134000.0,0.6805,Single Family,Single Family,-72.6288921,41.7843294,11.8,10.0
2019-04-29,2018,East Lyme,32 DAMON HEIGHTS RD,188720.0,288000.0,0.655277778,Single Family,Single Family,-72.205704,41.3529404,12.6,0.0
2019-04-29,2018,Groton,61 BROOKVIEW CT,381500.0,590000.0,0.6466,Single Family,Single Family,-72.0022474,41.3328001,9.9,0.0
2019-04-22,2018,Bristol,41 GINA ST,87720.0,105050.0,0.835,Single Family,Single Family,-72.9003351,41.6696206,16.8,16.8
2019-04-01,2018,Bristol,53 WOODBRIDGE RD,171010.0,269000.0,0.6357,Single Family,Single Family,-72.9588944,41.7059307,5.4,0.0
2019-04-15,2018,New Haven,172 CHATHAM ST,119910.0,265000.0,0.4524,Two Family,Two Family,-72.89425,41.31448,17.5,23.9
2019-04-01,2018,Bristol,295 REDSTONE HILL RD UN29,40110.0,73000.0,0.5494,Condo,Condo,-72.9037829,41.6579707,7.0,0.0
2019-04-29,2018,Bridgeport,574 KOSSUTH ST,81390.0,99000.0,0.822121212,Single Family,Single Family,-73.1823875,41.1862433,13.0,0.0
2019-04-22,2018,East Hartford,220 ARNOLD DR,90510.0,87000.0,1.0403,Single Family,Single Family,-72.5851278,41.7748721,17.6,21.9
2019-04-15,2018,Granby,18 INTERVALE RD,183890.0,275000.0,0.6686,Single Family,Single Family,-73.5102091,41.0754044,17.3,18.4
2019-04-08,2018,Bridgeport,51 PRESCOTT ST,120090.0,385000.0,0.311922078,Single Family,Single Family,-72.7307032,41.7269967,12.7,8.7
2019-04-22,2018,Glastonbury,100 POND CIR,138400.0,176000.0,0.786363636,Single Family,Single Family,-72.5502939,41.7178549,17.4,23.7
2019-04-22,2018,Meriden,158 REYNOLDS DR,133420.0,225000.0,0.5929,Single Family,Single Family,-72.77258,41.55415,16.7,20.1
2019-04-08,2018,Bridgeport,40-42 WASHINGTON TER,108730.0,124687.0,0.872,Two Family,Two Family,-73.1990563,41.1780158,17.7,9.8
2019-04-22,2018,Milford,263 BAXTER LN,212830.0,329000.0,0.6468,Single Family,Single Family,-73.01597,41.22462,16.4,18.2
2019-04-15,2018,New Haven,300 PECK ST,73710.0,150000.0,0.4914,Two Family,Two Family,-72.8994125,41.3156927,17.5,23.9
2019-04-08,2018,Berlin,45 MISTY MOUNTAIN ROAD,159600.0,215000.0,0.7423,Single Family,Single Family,-72.7749498,41.6218075,13.6,10.9
2019-04-29,2018,Andover,637 ROUTE 6,131400.0,227000.0,0.5788,Two Family,Two Family,-72.34116,41.72969,14.9,0.0
2019-04-08,2018,Brooklyn,177 TATNIC RD,75200.0,68840.0,1.092388146,Single Family,Single Family,-71.9740852,41.7779585,12.2,16.6
2019-04-08,2018,Coventry,63 WOODBRIDGE RD,144800.0,256000.0,0.5656,Single Family,Single Family,-72.9593093,41.7059361,11.4,10.1
2019-04-29,2018,Ellington,153 MOUNTAIN ST,167750.0,172000.0,0.9752,Single Family,Single Family,-72.43927,41.88535,14.4,0.0
2019-04-01,2018,Bridgeport,495 HAWLEY AVE,100530.0,155000.0,0.6485,Single Family,Single Family,-73.2057815,41.1988047,7.4,0.0
2019-04-29,2018,Branford,36 WHITING FARM RD,546500.0,705000.0,0.775177305,Single Family,Single Family,-72.7735583,41.2867767,12.0,0.0
2019-04-22,2018,Enfield,117 JACKSON RD,115010.0,210500.0,0.5463,Single Family,Single Family,-72.5065618,41.9938922,17.7,19.7
2019-04-01,2018,Haddam,171 PLAINS RD,221530.0,290000.0,0.7638,Single Family,Single Family,-72.4957,41.458794,7.1,0.0
2019-04-08,2018,New Haven,420 LEXINGTON AV,87850.0,200000.0,0.4392,Single Family,Single Family,-72.88292,41.30862,16.0,8.9
2019-04-01,2018,Branford,64 THIMBLE ISLANDS RD,217800.0,380000.0,0.5731,Single Family,Single Family,-72.7538425,41.271777,7.6,0.0
2019-04-29,2018,North Haven,16 RED BRICK LN,222320.0,280000.0,0.794,Single Family,Single Family,-72.8479975,41.3877057,13.4,0.0
2019-04-15,2018,Manchester,74 CONSTANCE DRIVE,105400.0,181000.0,0.5823,Single Family,Single Family,-72.4962136,41.7910079,19.1,20.0
2019-04-15,2018,Bethel,14 GREAT HILL DRIVE,275310.0,479995.0,0.5735,Condo,Condo,-73.4143622,41.3865791,17.1,19.1
2019-04-22,2018,Milford,83 SPRUCE ST,176550.0,265000.0,0.6662,Single Family,Single Family,-73.0420495,41.229148,16.5,18.2
2019-04-15,2018,Beacon Falls,107 FOXTON COURT,73960.0,95100.0,0.7777,Condo,Condo,-73.03656,41.4643,17.8,18.9
2019-04-01,2018,Bloomfield,1 HIRAM LN,150500.0,270000.0,0.5574,Single Family,Single Family,-72.7573945,41.8539771,6.3,0.0
2019-04-15,2018,New Haven,125 FARREN AV,218960.0,325000.0,0.6737,,,-72.89254,41.29794,17.6,23.9
2019-04-01,2018,Bloomfield,270 CASTLEWOOD DR,121170.0,215000.0,0.5635,Condo,Condo,-72.7267199,41.8515586,6.4,0.0
2019-04-29,2018,Bridgeport,19 CANTERBURY RD,74160.0,158500.0,0.4678,Condo,Condo,-73.22524,41.21221,13.7,0.0
2019-04-01,2018,Bridgeport,172 HARBOR AVE,103110.0,207000.0,0.4981,Single Family,Single Family,-73.2203854,41.1588303,7.4,0.0
2019-04-01,2018,East Hartford,235 E RIVER DR UNIT 204,91810.0,140000.0,0.6557,Condo,Condo,-72.66274,41.76497,6.9,0.0
2019-04-29,2018,Berlin,22 ROBINDALE DRIVE,149500.0,275000.0,0.5436,Single Family,Single Family,-72.7841729,41.6296128,15.6,0.0
2019-04-08,2018,East Haven,43 MASSACHUSETTS AVE,85030.0,88000.0,0.96625,Single Family,Single Family,-72.8868981,41.2827061,16.0,8.9
2019-04-01,2018,Bristol,160 WOODLAND ST,107310.0,195000.0,0.5503,Single Family,Single Family,-72.6979879,41.7775659,6.9,0.0
2019-04-08,2018,Newington,182 HUNTERS LN,129470.0,178000.0,0.7273,Condo,Condo,-72.7247539,41.6732424,13.9,8.9
2019-04-22,2018,Bristol,267 FERN HILL RD,129400.0,190000.0,0.681,Single Family,Single Family,-72.9399931,41.6962255,16.2,18.1
2019-04-01,2018,Bridgeport,287 JACKSON AVE,98540.0,120000.0,0.821166667,Single Family,Single Family,-73.2092473,41.1905134,7.3,0.0
2019-04-15,2018,Ansonia,13 JACKSON ST,154300.0,257000.0,0.6003,Two Family,Two Family,-72.8413363,41.8020691,18.1,19.1
2019-04-22,2018,Derby,MARSHALL LN,560.0,200000.0,0.0028,,,-73.0506522,41.3191775,16.1,16.9
2019-04-29,2018,East Lyme,15 CLARK ST,150220.0,273500.0,0.5492,Single Family,Single Family,-72.9135464,41.3138569,12.9,0.0
2019-04-01,2018,East Windsor,50 PROSPECT HILL DR,81170.0,155000.0,0.5236,Single Family,Single Family,-72.5989554,41.9264151,6.4,0.0
2019-04-08,2018,Berlin,190 OVERHILL DRIVE,119500.0,53900.0,2.217068646,Single Family,Single Family,-72.75161,41.62369,14.0,8.9
2019-04-15,2018,Bloomfield,26 BANBURY LN,113190.0,239900.0,0.4718,Single Family,Single Family,-72.7251823,41.8332183,18.6,23.4
2019-04-15,2018,Branford,133 VILLAGE LA,105200.0,158500.0,0.6637,Condo,Condo,-72.81759,41.29837,16.7,24.3
2019-04-08,2018,Meriden,103 DEER RUN RD,128590.0,190000.0,0.676789474,Single Family,Single Family,-72.8472149,41.5206192,15.3,11.4
2019-04-22,2018,Coventry,94 STONEHOUSE RD #17,263100.0,400000.0,0.6577,Single Family,Single Family,-72.3016541,41.7705888,16.8,19.9
2019-04-29,2018,Hartford,87 COWLES ST,65870.0,220000.0,0.2994,Two Family,Two Family,-72.6799867,41.7325476,16.0,0.0
2019-04-01,2018,Cromwell,18 LEDGE RD,203770.0,242500.0,0.84028866,Single Family,Single Family,-72.696396,41.6204007,6.8,0.0
2019-04-22,2018,Plymouth,14 AMES AVE,106940.0,86650.0,1.2341,Single Family,Single Family,-73.0062426,41.6749905,16.1,16.8
2019-04-22,2018,Ansonia,28 MOTT ST,105900.0,147000.0,0.7204,Two Family,Two Family,-73.07497,41.34402,16.6,16.0
2019-04-01,2018,Farmington,4 CHERYL DR,233220.0,364000.0,0.6407,Single Family,Single Family,-72.81035,41.70998,6.1,0.0
2019-04-01,2018,Bloomfield,43 MILLS LN,183680.0,282000.0,0.6513,Single Family,Single Family,-72.7380835,41.8384491,6.4,0.0
2019-04-01,2018,Coventry,24 RIVER VIEW DR,165600.0,247000.0,0.6704,Single Family,Single Family,-73.5098061,41.0627946,7.1,0.0
2019-04-22,2018,Manchester,190 NORTH ELM STREET,1020300.0,100000.0,10.203,Single Family,Single Family,-72.5169449,41.7879315,17.6,21.9
2019-04-15,2018,Newtown,48 PLATTS HILL ROAD,276470.0,280000.0,0.987392857,Single Family,Single Family,-73.3031547,41.3656681,17.1,18.7
2019-04-29,2018,Waterford,26 TRUMBULL RD,201050.0,320000.0,0.6282,Single Family,Single Family,-72.1421979,41.3356298,12.0,0.0
2019-04-08,2018,East Granby,157 NEWGATE ROAD,214400.0,320000.0,0.67,Single Family,Single Family,-73.1800312,41.4230113,18.8,13.7
2019-04-29,2018,Simsbury,34 HAZELMEADOW PLACE,141260.0,255000.0,0.5539,Two Family,Two Family,-72.8095117,41.857554,15.5,0.0
2019-04-08,2018,Montville,290 CHESTERFIELD RD,261460.0,359900.0,0.7264,Single Family,Single Family,-72.2260924,41.4027264,15.0,8.1
2019-04-08,2018,West Hartford,12 PILGRIM ROAD,275520.0,329600.0,0.8359,Single Family,Single Family,-72.7282919,41.7869878,11.5,8.5
2019-04-29,2018,Vernon,429 TUNNEL RD,123170.0,202000.0,0.6097,Single Family,Single Family,-72.4655002,41.8157112,14.8,0.0
2019-04-01,2018,Hamden,380 FOREST ST,152950.0,220000.0,0.6952,Single Family,Single Family,-72.5902478,41.7552099,6.9,0.0
